observation_id,access,user_id,specie_id,specie_name,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
91865,1,54,23,Acropora arabensis,1,Global estimate,,,605,,99592,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-28.64357759,raw_value,,,,,
91870,1,54,24,Acropora aspera,1,Global estimate,,,605,,99597,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-35.7055169,raw_value,,,,,
91868,1,54,24,Acropora aspera,1,Global estimate,,,605,,99595,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,38.18648223,raw_value,,,,,
91873,1,54,25,Acropora austera,1,Global estimate,,,605,,99600,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,31.1205428,raw_value,,,,,
91875,1,54,25,Acropora austera,1,Global estimate,,,605,,99602,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-34.58104986,raw_value,,,,,
91878,1,54,26,Acropora awi,1,Global estimate,,,605,,99605,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.47951781,raw_value,,,,,
91880,1,54,26,Acropora awi,1,Global estimate,,,605,,99607,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-13.04047873,raw_value,,,,,
91883,1,54,27,Acropora azurea,1,Global estimate,,,605,,99610,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.07651403,raw_value,,,,,
91885,1,54,27,Acropora azurea,1,Global estimate,,,605,,99612,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-24.78799721,raw_value,,,,,
91890,1,54,28,Acropora batunai,1,Global estimate,,,605,,99617,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-12.47183594,raw_value,,,,,
91888,1,54,28,Acropora batunai,1,Global estimate,,,605,,99615,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,20.66661239,raw_value,,,,,
91893,1,54,29,Acropora bifurcata,1,Global estimate,,,605,,99620,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.81195753,raw_value,,,,,
91895,1,54,29,Acropora bifurcata,1,Global estimate,,,605,,99622,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-22.24305302,raw_value,,,,,
91900,1,54,30,Acropora branchi,1,Global estimate,,,605,,99627,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-34.29793928,raw_value,,,,,
91898,1,54,30,Acropora branchi,1,Global estimate,,,605,,99625,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,10.44007891,raw_value,,,,,
91910,1,54,32,Acropora bushyensis,1,Global estimate,,,605,,99637,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-32.50554326,raw_value,,,,,
91908,1,54,32,Acropora bushyensis,1,Global estimate,,,605,,99635,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,-3.514769641,raw_value,,,,,
91915,1,54,33,Acropora cardenae,1,Global estimate,,,605,,99642,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-30.73388488,raw_value,,,,,
91913,1,54,33,Acropora cardenae,1,Global estimate,,,605,,99640,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,-5.286428029,raw_value,,,,,
91918,1,54,34,Acropora carduus,1,Global estimate,,,605,,99645,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.57713497,raw_value,,,,,
91920,1,54,34,Acropora carduus,1,Global estimate,,,605,,99647,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-25.90885649,raw_value,,,,,
91925,1,54,35,Acropora caroliniana,1,Global estimate,,,605,,99652,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-32.93503621,raw_value,,,,,
91923,1,54,35,Acropora caroliniana,1,Global estimate,,,605,,99650,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,28.94984396,raw_value,,,,,
91928,1,54,36,Acropora cerealis,1,Global estimate,,,605,,99655,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,31.07171053,raw_value,,,,,
91930,1,54,36,Acropora cerealis,1,Global estimate,,,605,,99657,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-32.85416341,raw_value,,,,,
91933,1,54,38,Acropora chesterfieldensis,1,Global estimate,,,605,,99660,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,16.03234745,raw_value,,,,,
91935,1,54,38,Acropora chesterfieldensis,1,Global estimate,,,605,,99662,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-33.04353731,raw_value,,,,,
91940,1,54,39,Acropora clathrata,1,Global estimate,,,605,,99667,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-34.74887694,raw_value,,,,,
91938,1,54,39,Acropora clathrata,1,Global estimate,,,605,,99665,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,32.70677934,raw_value,,,,,
91943,1,54,40,Acropora convexa,1,Global estimate,,,605,,99670,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,19.41205821,raw_value,,,,,
91945,1,54,40,Acropora convexa,1,Global estimate,,,605,,99672,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-12.28054748,raw_value,,,,,
91950,1,54,41,Acropora cophodactyla,1,Global estimate,,,605,,99677,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-12.5309634,raw_value,,,,,
91948,1,54,41,Acropora cophodactyla,1,Global estimate,,,605,,99675,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,29.11000152,raw_value,,,,,
91955,1,54,42,Acropora copiosa,1,Global estimate,,,605,,99682,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-29.30058752,raw_value,,,,,
91953,1,54,42,Acropora copiosa,1,Global estimate,,,605,,99680,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,38.36981522,raw_value,,,,,
91968,1,54,45,Acropora cylindrica,1,Global estimate,,,605,,99695,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,20.57991978,raw_value,,,,,
91970,1,54,45,Acropora cylindrica,1,Global estimate,,,605,,99697,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-13.52687272,raw_value,,,,,
91973,1,54,46,Acropora cytherea,1,Global estimate,,,605,,99700,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,31.5524021,raw_value,,,,,
91975,1,54,46,Acropora cytherea,1,Global estimate,,,605,,99702,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-34.0466021,raw_value,,,,,
91980,1,54,47,Acropora dendrum,1,Global estimate,,,605,,99707,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-35.01654721,raw_value,,,,,
91978,1,54,47,Acropora dendrum,1,Global estimate,,,605,,99705,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,38.35872465,raw_value,,,,,
91983,1,54,48,Acropora derawanensis,1,Global estimate,,,605,,99710,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,20.02809226,raw_value,,,,,
91985,1,54,48,Acropora derawanensis,1,Global estimate,,,605,,99712,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-13.27795036,raw_value,,,,,
91988,1,54,49,Acropora desalwii,1,Global estimate,,,605,,99715,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,19.95776858,raw_value,,,,,
91990,1,54,49,Acropora desalwii,1,Global estimate,,,605,,99717,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-12.47183594,raw_value,,,,,
91995,1,54,50,Acropora digitifera,1,Global estimate,,,605,,99722,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-33.4223934,raw_value,,,,,
91993,1,54,50,Acropora digitifera,1,Global estimate,,,605,,99720,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,31.07171053,raw_value,,,,,
92000,1,54,51,Acropora divaricata,1,Global estimate,,,605,,99727,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-33.63860783,raw_value,,,,,
91998,1,54,51,Acropora divaricata,1,Global estimate,,,605,,99725,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,39.04769434,raw_value,,,,,
92003,1,54,52,Acropora donei,1,Global estimate,,,605,,99730,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,22.68466423,raw_value,,,,,
92005,1,54,52,Acropora donei,1,Global estimate,,,605,,99732,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-35.01654721,raw_value,,,,,
92008,1,54,53,Acropora downingi,1,Global estimate,,,605,,99735,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,33.65419024,raw_value,,,,,
92010,1,54,53,Acropora downingi,1,Global estimate,,,605,,99737,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,4.852898796,raw_value,,,,,
92015,1,54,54,Acropora echinata,1,Global estimate,,,605,,99742,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-28.40731439,raw_value,,,,,
92013,1,54,54,Acropora echinata,1,Global estimate,,,605,,99740,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,29.43212122,raw_value,,,,,
92020,1,54,55,Acropora efflorescens,1,Global estimate,,,605,,99747,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-25.08528573,raw_value,,,,,
92018,1,54,55,Acropora efflorescens,1,Global estimate,,,605,,99745,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,29.67506445,raw_value,,,,,
92025,1,54,56,Acropora elegans,1,Global estimate,,,605,,99752,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-12.01101527,raw_value,,,,,
92023,1,54,56,Acropora elegans,1,Global estimate,,,605,,99750,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,20.20095542,raw_value,,,,,
92030,1,54,57,Acropora elegantula,1,Global estimate,,,605,,99757,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,4.887792549,raw_value,,,,,
92028,1,54,57,Acropora elegantula,1,Global estimate,,,605,,99755,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,7.066506005,raw_value,,,,,
92038,1,54,59,Acropora elseyi,1,Global estimate,,,605,,99765,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,31.29678534,raw_value,,,,,
92040,1,54,59,Acropora elseyi,1,Global estimate,,,605,,99767,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-28.98806243,raw_value,,,,,
92043,1,54,61,Acropora exquisita,1,Global estimate,,,605,,99770,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,29.79319305,raw_value,,,,,
92045,1,54,61,Acropora exquisita,1,Global estimate,,,605,,99772,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-30.29712845,raw_value,,,,,
92050,1,54,62,Acropora fastigata,1,Global estimate,,,605,,99777,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-24.89894354,raw_value,,,,,
92048,1,54,62,Acropora fastigata,1,Global estimate,,,605,,99775,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,19.70711072,raw_value,,,,,
92053,1,54,63,Acropora fenneri,1,Global estimate,,,605,,99780,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,19.92984435,raw_value,,,,,
92055,1,54,63,Acropora fenneri,1,Global estimate,,,605,,99782,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-12.49196705,raw_value,,,,,
92058,1,54,64,Acropora filiformis,1,Global estimate,,,605,,99785,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,11.02478558,raw_value,,,,,
92060,1,54,64,Acropora filiformis,1,Global estimate,,,605,,99787,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,9.49244838,raw_value,,,,,
92065,1,54,65,Acropora florida,1,Global estimate,,,605,,99792,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-34.58104986,raw_value,,,,,
92063,1,54,65,Acropora florida,1,Global estimate,,,605,,99790,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,39.11127704,raw_value,,,,,
92075,1,54,67,Acropora forskali,1,Global estimate,,,605,,99802,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-34.51613999,raw_value,,,,,
92073,1,54,67,Acropora forskali,1,Global estimate,,,605,,99800,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.3465097,raw_value,,,,,
92080,1,54,68,Acropora gemmifera,1,Global estimate,,,605,,99807,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-34.32757752,raw_value,,,,,
92078,1,54,68,Acropora gemmifera,1,Global estimate,,,605,,99805,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,34.91387621,raw_value,,,,,
92085,1,54,69,Acropora glauca,1,Global estimate,,,605,,99812,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-35.02700971,raw_value,,,,,
92083,1,54,69,Acropora glauca,1,Global estimate,,,605,,99810,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,38.02649155,raw_value,,,,,
92088,1,54,70,Acropora globiceps,1,Global estimate,,,605,,99815,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,29.22987627,raw_value,,,,,
92090,1,54,70,Acropora globiceps,1,Global estimate,,,605,,99817,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-24.68200187,raw_value,,,,,
92095,1,54,71,Acropora gomezi,1,Global estimate,,,605,,99822,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-11.82965376,raw_value,,,,,
92093,1,54,71,Acropora gomezi,1,Global estimate,,,605,,99820,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,19.42299572,raw_value,,,,,
92100,1,54,72,Acropora grandis,1,Global estimate,,,605,,99827,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-32.85405513,raw_value,,,,,
92098,1,54,72,Acropora grandis,1,Global estimate,,,605,,99825,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,31.19092189,raw_value,,,,,
92105,1,54,73,Acropora granulosa,1,Global estimate,,,605,,99832,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-31.75708865,raw_value,,,,,
92103,1,54,73,Acropora granulosa,1,Global estimate,,,605,,99830,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,29.65543951,raw_value,,,,,
92110,1,54,74,Acropora haimei,1,Global estimate,,,605,,99837,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-11.8249167,raw_value,,,,,
92108,1,54,74,Acropora haimei,1,Global estimate,,,605,,99835,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.79233259,raw_value,,,,,
92115,1,54,76,Acropora hemprichii,1,Global estimate,,,605,,99842,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-28.87492934,raw_value,,,,,
92113,1,54,76,Acropora hemprichii,1,Global estimate,,,605,,99840,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.81195753,raw_value,,,,,
92118,1,54,77,Acropora hoeksemai,1,Global estimate,,,605,,99845,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,20.1010279,raw_value,,,,,
92120,1,54,77,Acropora hoeksemai,1,Global estimate,,,605,,99847,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-11.59157779,raw_value,,,,,
92123,1,54,78,Acropora horrida,1,Global estimate,,,605,,99850,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,31.33912402,raw_value,,,,,
92125,1,54,78,Acropora horrida,1,Global estimate,,,605,,99852,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-34.35389682,raw_value,,,,,
92128,1,54,79,Acropora humilis,1,Global estimate,,,605,,99855,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,31.12454292,raw_value,,,,,
92130,1,54,79,Acropora humilis,1,Global estimate,,,605,,99857,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-35.36103205,raw_value,,,,,
92135,1,54,80,Acropora hyacinthus,1,Global estimate,,,605,,99862,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-35.55462518,raw_value,,,,,
92133,1,54,80,Acropora hyacinthus,1,Global estimate,,,605,,99860,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,38.84118034,raw_value,,,,,
92140,1,54,82,Acropora indonesia,1,Global estimate,,,605,,99867,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-11.76382021,raw_value,,,,,
92138,1,54,82,Acropora indonesia,1,Global estimate,,,605,,99865,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,20.44551274,raw_value,,,,,
92145,1,54,83,Acropora inermis,1,Global estimate,,,605,,99872,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-29.41969061,raw_value,,,,,
92143,1,54,83,Acropora inermis,1,Global estimate,,,605,,99870,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,28.37237446,raw_value,,,,,
92150,1,54,84,Acropora insignis,1,Global estimate,,,605,,99877,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-25.02648672,raw_value,,,,,
92148,1,54,84,Acropora insignis,1,Global estimate,,,605,,99875,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,38.18648223,raw_value,,,,,
92303,1,54,119,Acropora intermedia,1,Global estimate,,,605,,100030,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,31.29678534,raw_value,,,,,
92305,1,54,119,Acropora intermedia,1,Global estimate,,,605,,100032,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-35.53327447,raw_value,,,,,
92155,1,54,85,Acropora irregularis,1,Global estimate,,,605,,99882,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-30.33913033,raw_value,,,,,
92153,1,54,85,Acropora irregularis,1,Global estimate,,,605,,99880,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.35562128,raw_value,,,,,
92160,1,54,87,Acropora japonica,1,Global estimate,,,605,,99887,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,27.89190178,raw_value,,,,,
92158,1,54,87,Acropora japonica,1,Global estimate,,,605,,99885,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,36.42807402,raw_value,,,,,
92165,1,54,89,Acropora kimbeensis,1,Global estimate,,,605,,99892,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-24.8542443,raw_value,,,,,
92163,1,54,89,Acropora kimbeensis,1,Global estimate,,,605,,99890,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,26.47399752,raw_value,,,,,
92168,1,54,90,Acropora kirstyae,1,Global estimate,,,605,,99895,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,29.93525055,raw_value,,,,,
92170,1,54,90,Acropora kirstyae,1,Global estimate,,,605,,99897,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-25.18305853,raw_value,,,,,
92175,1,54,91,Acropora kosurini,1,Global estimate,,,605,,99902,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-30.02151696,raw_value,,,,,
92173,1,54,91,Acropora kosurini,1,Global estimate,,,605,,99900,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,13.03908859,raw_value,,,,,
92178,1,54,92,Acropora lamarcki,1,Global estimate,,,605,,99905,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,31.81351261,raw_value,,,,,
92180,1,54,92,Acropora lamarcki,1,Global estimate,,,605,,99907,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-28.47133516,raw_value,,,,,
92183,1,54,93,Acropora latistella,1,Global estimate,,,605,,99910,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,38.67862606,raw_value,,,,,
92185,1,54,93,Acropora latistella,1,Global estimate,,,605,,99912,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-34.85670132,raw_value,,,,,
92190,1,54,94,Acropora lianae,1,Global estimate,,,605,,99917,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-11.68759626,raw_value,,,,,
92188,1,54,94,Acropora lianae,1,Global estimate,,,605,,99915,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,19.56505322,raw_value,,,,,
92195,1,54,95,Acropora listeri,1,Global estimate,,,605,,99922,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-30.77921875,raw_value,,,,,
92193,1,54,95,Acropora listeri,1,Global estimate,,,605,,99920,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,38.58984316,raw_value,,,,,
92198,1,54,96,Acropora loisetteae,1,Global estimate,,,605,,99925,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,19.92878548,raw_value,,,,,
92200,1,54,96,Acropora loisetteae,1,Global estimate,,,605,,99927,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-28.98806243,raw_value,,,,,
92205,1,54,97,Acropora lokani,1,Global estimate,,,605,,99932,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-13.08145453,raw_value,,,,,
92203,1,54,97,Acropora lokani,1,Global estimate,,,605,,99930,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,19.92984435,raw_value,,,,,
92210,1,54,98,Acropora longicyathus,1,Global estimate,,,605,,99937,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-32.99729464,raw_value,,,,,
92208,1,54,98,Acropora longicyathus,1,Global estimate,,,605,,99935,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,27.25442959,raw_value,,,,,
92213,1,54,99,Acropora loripes,1,Global estimate,,,605,,99940,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,38.58817087,raw_value,,,,,
92215,1,54,99,Acropora loripes,1,Global estimate,,,605,,99942,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-31.31045208,raw_value,,,,,
92218,1,54,100,Acropora loveli,1,Global estimate,,,605,,99945,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,18.57065074,raw_value,,,,,
92220,1,54,100,Acropora loveli,1,Global estimate,,,605,,99947,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-32.14387592,raw_value,,,,,
92225,1,54,101,Acropora lutkeni,1,Global estimate,,,605,,99952,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-32.90458371,raw_value,,,,,
92223,1,54,101,Acropora lutkeni,1,Global estimate,,,605,,99950,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,23.17311877,raw_value,,,,,
92230,1,54,102,Acropora macrostoma,1,Global estimate,,,605,,99957,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-27.26563821,raw_value,,,,,
92228,1,54,102,Acropora macrostoma,1,Global estimate,,,605,,99955,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,20.27327032,raw_value,,,,,
