observation_id,access,user_id,specie_id,specie_name,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
351,1,5,6,Acanthastrea hemprichi,1,Global estimate,,,10,11,336,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
157090,1,10,6,Acanthastrea hemprichi,1,Global estimate,,,11,,199892,92,Depth lower,9,m,,,20,group_opinion,,,,,""
341,1,5,6,Acanthastrea hemprichi,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,327,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
488,1,5,8,Acanthastrea ishigakiensis,1,Global estimate,,,10,282,468,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,"","","","",
158305,1,10,8,Acanthastrea ishigakiensis,1,Global estimate,,,11,,201107,91,Depth upper,9,m,,,1,group_opinion,,,,,
489,1,5,8,Acanthastrea ishigakiensis,1,Global estimate,,,10,282,469,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
157091,1,10,8,Acanthastrea ishigakiensis,1,Global estimate,,,11,,199893,92,Depth lower,9,m,,,15,group_opinion,,,,,""
482,1,5,8,Acanthastrea ishigakiensis,1,Global estimate,,,10,11,462,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
731,1,5,12,Acanthastrea regularis,1,Global estimate,,,10,282,700,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,"","","","",
732,1,5,12,Acanthastrea regularis,1,Global estimate,,,10,282,701,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
725,1,5,12,Acanthastrea regularis,1,Global estimate,,,10,11,694,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
157092,1,10,12,Acanthastrea regularis,1,Global estimate,,,11,,199894,92,Depth lower,9,m,,,20,group_opinion,,,,,""
715,1,5,12,Acanthastrea regularis,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,685,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
158306,1,10,12,Acanthastrea regularis,1,Global estimate,,,11,,201108,91,Depth upper,9,m,,,2,group_opinion,,,,,
791,1,5,13,Acanthastrea rotundoflora,1,Global estimate,,,10,11,757,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
157093,1,10,13,Acanthastrea rotundoflora,1,Global estimate,,,11,,199895,92,Depth lower,9,m,,,30,group_opinion,,,,,""
798,1,5,13,Acanthastrea rotundoflora,1,Global estimate,,,10,282,764,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
781,1,5,13,Acanthastrea rotundoflora,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,748,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
797,1,5,13,Acanthastrea rotundoflora,1,Global estimate,,,10,282,763,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,"","","","",
158307,1,10,13,Acanthastrea rotundoflora,1,Global estimate,,,11,,201109,91,Depth upper,9,m,,,2,group_opinion,,,,,
853,1,5,14,Acanthastrea subechinata,1,Global estimate,,,10,11,817,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
158308,1,10,14,Acanthastrea subechinata,1,Global estimate,,,11,,201110,91,Depth upper,9,m,,,0,group_opinion,,,,,
858,1,5,14,Acanthastrea subechinata,1,Global estimate,,,10,282,822,96,Wave exposure preference,10,cat,22,Derived from textual description,broad,group_opinion,"","","","",
859,1,5,14,Acanthastrea subechinata,1,Global estimate,,,10,282,823,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
157094,1,10,14,Acanthastrea subechinata,1,Global estimate,,,11,,199896,92,Depth lower,9,m,,,35,group_opinion,,,,,""
157095,1,10,16,Acropora abrolhosensis,1,Global estimate,,,11,,199897,92,Depth lower,9,m,,,18,group_opinion,,,,,""
973,1,5,16,Acropora abrolhosensis,1,Global estimate,,,10,282,932,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,"","","","",
967,1,5,16,Acropora abrolhosensis,1,Global estimate,,,10,11,926,89,Abundance world,10,cat,22,Derived from textual description,rare,expert_opinion,"","","","",
158309,1,10,16,Acropora abrolhosensis,1,Global estimate,,,11,,201111,91,Depth upper,9,m,,,2,group_opinion,,,,,
158265,1,10,16,Acropora abrolhosensis,2,Great Barrier Reef (GBR),-17.832374,146.821289,755,,201067,92,Depth lower,9,m,,,40,raw_value,,,,,""
950,1,5,16,Acropora abrolhosensis,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,910,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,"","","","",
974,1,5,16,Acropora abrolhosensis,1,Global estimate,,,10,282,933,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
158081,1,10,16,Acropora abrolhosensis,409,Indo-Pacific (unspecified),0.0,160.0,724,,200883,92,Depth lower,9,m,,,30,raw_value,,,,,""
1047,1,5,17,Acropora abrotanoides,1,Global estimate,,,10,11,1002,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
1054,1,5,17,Acropora abrotanoides,1,Global estimate,,,10,282,1009,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
1053,1,5,17,Acropora abrotanoides,1,Global estimate,,,10,282,1008,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,"","","","",
1032,1,5,17,Acropora abrotanoides,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,988,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,"","","","",
158082,1,10,17,Acropora abrotanoides,409,Indo-Pacific (unspecified),0.0,160.0,724,,200884,92,Depth lower,9,m,,,26,raw_value,,,,,""
158310,1,10,17,Acropora abrotanoides,1,Global estimate,,,11,,201112,91,Depth upper,9,m,,,0,group_opinion,,,,,
157096,1,10,17,Acropora abrotanoides,1,Global estimate,,,11,,199898,92,Depth lower,9,m,,,15,group_opinion,,,,,""
159031,1,10,18,Acropora aculeus,413,Big Broadhurt Reef,-18.902,147.734,753,,201833,91,Depth upper,9,m,,,7,raw_value,,,,,
157097,1,10,18,Acropora aculeus,1,Global estimate,,,11,,199899,92,Depth lower,9,m,,,35,group_opinion,,,,,""
1110,1,5,18,Acropora aculeus,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,1062,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,"","","","",
158194,1,10,18,Acropora aculeus,413,Big Broadhurt Reef,-18.902,147.734,753,,200996,92,Depth lower,9,m,,,28,raw_value,,,,,""
159032,1,10,18,Acropora aculeus,413,Big Broadhurt Reef,-18.902,147.734,753,,201834,91,Depth upper,9,m,,,4,raw_value,,,,,
158083,1,10,18,Acropora aculeus,409,Indo-Pacific (unspecified),0.0,160.0,724,,200885,92,Depth lower,9,m,,,52,raw_value,,,,,""
158195,1,10,18,Acropora aculeus,413,Big Broadhurt Reef,-18.902,147.734,753,,200997,92,Depth lower,9,m,,,12,raw_value,,,,,""
158266,1,10,18,Acropora aculeus,2,Great Barrier Reef (GBR),-17.832374,146.821289,755,,201068,92,Depth lower,9,m,,,60,raw_value,,,,,""
1128,1,5,18,Acropora aculeus,1,Global estimate,,,10,11,1079,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
158311,1,10,18,Acropora aculeus,1,Global estimate,,,11,,201113,91,Depth upper,9,m,,,5,group_opinion,,,,,
1134,1,5,18,Acropora aculeus,1,Global estimate,,,10,282,1085,96,Wave exposure preference,10,cat,22,Derived from textual description,broad,group_opinion,"","","","",
1135,1,5,18,Acropora aculeus,1,Global estimate,,,10,282,1086,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
157098,1,10,19,Acropora acuminata,1,Global estimate,,,11,,199900,92,Depth lower,9,m,,,20,group_opinion,,,,,""
1215,1,5,19,Acropora acuminata,1,Global estimate,,,10,282,1162,96,Wave exposure preference,10,cat,22,Derived from textual description,broad,group_opinion,"","","","",
1209,1,5,19,Acropora acuminata,1,Global estimate,,,10,11,1156,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
1216,1,5,19,Acropora acuminata,1,Global estimate,,,10,282,1163,97,Water clarity preference,10,cat,22,Derived from textual description,both,group_opinion,"","","","",
1191,1,5,19,Acropora acuminata,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,1139,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
158084,1,10,19,Acropora acuminata,409,Indo-Pacific (unspecified),0.0,160.0,724,,200886,92,Depth lower,9,m,,,25,raw_value,,,,,""
158312,1,10,19,Acropora acuminata,1,Global estimate,,,11,,201114,91,Depth upper,9,m,,,5,group_opinion,,,,,
159065,1,10,20,Acropora akajimensis,1,Global estimate,,,24,296,201867,91,Depth upper,9,m,,,0.5,group_opinion,,,,,
1281,1,5,20,Acropora akajimensis,1,Global estimate,,,10,11,1226,89,Abundance world,10,cat,22,Derived from textual description,rare,expert_opinion,"","","","",
1287,1,5,20,Acropora akajimensis,1,Global estimate,,,10,282,1232,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,"","","","",
1288,1,5,20,Acropora akajimensis,1,Global estimate,,,10,282,1233,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
1267,1,5,20,Acropora akajimensis,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,1213,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
157672,1,10,20,Acropora akajimensis,1,Global estimate,,,24,296,200474,92,Depth lower,9,m,,,20,group_opinion,,,,,""
158085,1,10,21,Acropora anthocercis,409,Indo-Pacific (unspecified),0.0,160.0,724,,200887,92,Depth lower,9,m,,,25,raw_value,,,,,""
1344,1,5,21,Acropora anthocercis,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,1286,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,"","","","",
158313,1,10,21,Acropora anthocercis,1,Global estimate,,,11,,201115,91,Depth upper,9,m,,,5,group_opinion,,,,,
1362,1,5,21,Acropora anthocercis,1,Global estimate,,,10,11,1303,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
1368,1,5,21,Acropora anthocercis,1,Global estimate,,,10,282,1309,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,"","","","",
157099,1,10,21,Acropora anthocercis,1,Global estimate,,,11,,199901,92,Depth lower,9,m,,,10,group_opinion,,,,,""
1369,1,5,21,Acropora anthocercis,1,Global estimate,,,10,282,1310,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
158314,1,10,22,Acropora appressa,1,Global estimate,,,11,,201116,91,Depth upper,9,m,,,1,group_opinion,,,,,
1437,1,5,22,Acropora appressa,1,Global estimate,,,10,282,1378,96,Wave exposure preference,10,cat,22,Derived from textual description,broad,group_opinion,"","","","",
157100,1,10,22,Acropora appressa,1,Global estimate,,,11,,199902,92,Depth lower,9,m,,,15,group_opinion,,,,,""
1438,1,5,22,Acropora appressa,1,Global estimate,,,10,282,1379,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
1432,1,5,22,Acropora appressa,1,Global estimate,,,10,11,1373,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
157101,1,10,23,Acropora arabensis,1,Global estimate,,,11,,199903,92,Depth lower,9,m,,,12,group_opinion,,,,,""
1506,1,5,23,Acropora arabensis,1,Global estimate,,,10,282,1445,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,"","","","",
1501,1,5,23,Acropora arabensis,1,Global estimate,,,10,11,1440,89,Abundance world,10,cat,22,Derived from textual description,common,expert_opinion,"","","","",
158086,1,10,23,Acropora arabensis,409,Indo-Pacific (unspecified),0.0,160.0,724,,200888,92,Depth lower,9,m,,,10,raw_value,,,,,""
158315,1,10,23,Acropora arabensis,1,Global estimate,,,11,,201117,91,Depth upper,9,m,,,0.5,group_opinion,,,,,
1507,1,5,23,Acropora arabensis,1,Global estimate,,,10,282,1446,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
1591,1,5,24,Acropora aspera,1,Global estimate,,,10,282,1529,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,"","","","",
1592,1,5,24,Acropora aspera,1,Global estimate,,,10,282,1530,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
1586,1,5,24,Acropora aspera,1,Global estimate,,,10,11,1524,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
158087,1,10,24,Acropora aspera,409,Indo-Pacific (unspecified),0.0,160.0,724,,200889,92,Depth lower,9,m,,,15,raw_value,,,,,""
158196,1,10,24,Acropora aspera,413,Big Broadhurt Reef,-18.902,147.734,753,,200998,92,Depth lower,9,m,,,8,raw_value,,,,,""
1568,1,5,24,Acropora aspera,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,1507,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,"","","","",
159033,1,10,24,Acropora aspera,413,Big Broadhurt Reef,-18.902,147.734,753,,201835,91,Depth upper,9,m,,,0,raw_value,,,,,
156946,1,14,24,Acropora aspera,409,Indo-Pacific (unspecified),0.0,160.0,740,,199748,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),competitive,model_derived,,,,,
158316,1,10,24,Acropora aspera,1,Global estimate,,,11,,201118,91,Depth upper,9,m,,,0,group_opinion,,,,,
157102,1,10,24,Acropora aspera,1,Global estimate,,,11,,199904,92,Depth lower,9,m,,,5,group_opinion,,,,,""
1669,1,5,25,Acropora austera,1,Global estimate,,,10,11,1603,89,Abundance world,10,cat,22,Derived from textual description,common,expert_opinion,"","","","",
157103,1,10,25,Acropora austera,1,Global estimate,,,11,,199905,92,Depth lower,9,m,,,20,group_opinion,,,,,""
158197,1,10,25,Acropora austera,413,Big Broadhurt Reef,-18.902,147.734,753,,200999,92,Depth lower,9,m,,,9,raw_value,,,,,""
158267,1,10,25,Acropora austera,2,Great Barrier Reef (GBR),-17.832374,146.821289,755,,201069,92,Depth lower,9,m,,,40,raw_value,,,,,""
158317,1,10,25,Acropora austera,1,Global estimate,,,11,,201119,91,Depth upper,9,m,,,0.5,group_opinion,,,,,
158088,1,10,25,Acropora austera,409,Indo-Pacific (unspecified),0.0,160.0,724,,200890,92,Depth lower,9,m,,,30,raw_value,,,,,""
1675,1,5,25,Acropora austera,1,Global estimate,,,10,282,1609,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
1674,1,5,25,Acropora austera,1,Global estimate,,,10,282,1608,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,"","","","",
159034,1,10,25,Acropora austera,413,Big Broadhurt Reef,-18.902,147.734,753,,201836,91,Depth upper,9,m,,,7,raw_value,,,,,
1650,1,5,25,Acropora austera,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,1585,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
158318,1,10,26,Acropora awi,1,Global estimate,,,11,,201120,91,Depth upper,9,m,,,0,group_opinion,,,,,
1736,1,5,26,Acropora awi,1,Global estimate,,,10,11,1668,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
158089,1,10,26,Acropora awi,409,Indo-Pacific (unspecified),0.0,160.0,724,,200891,92,Depth lower,9,m,,,20,raw_value,,,,,""
1742,1,5,26,Acropora awi,1,Global estimate,,,10,282,1674,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,"","","","",
157104,1,10,26,Acropora awi,1,Global estimate,,,11,,199906,92,Depth lower,9,m,,,5,group_opinion,,,,,""
1743,1,5,26,Acropora awi,1,Global estimate,,,10,282,1675,97,Water clarity preference,10,cat,22,Derived from textual description,both,group_opinion,"","","","",
1794,1,5,27,Acropora azurea,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,1723,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
1810,1,5,27,Acropora azurea,1,Global estimate,,,10,282,1738,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
158319,1,10,27,Acropora azurea,1,Global estimate,,,11,,201121,91,Depth upper,9,m,,,1,group_opinion,,,,,
1803,1,5,27,Acropora azurea,1,Global estimate,,,10,11,1731,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
1809,1,5,27,Acropora azurea,1,Global estimate,,,10,282,1737,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,"","","","",
157105,1,10,27,Acropora azurea,1,Global estimate,,,11,,199907,92,Depth lower,9,m,,,10,group_opinion,,,,,""
158090,1,10,28,Acropora batunai,409,Indo-Pacific (unspecified),0.0,160.0,724,,200892,92,Depth lower,9,m,,,44,raw_value,,,,,""
158320,1,10,28,Acropora batunai,1,Global estimate,,,11,,201122,91,Depth upper,9,m,,,1,group_opinion,,,,,
1879,1,5,28,Acropora batunai,1,Global estimate,,,10,282,1805,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
1878,1,5,28,Acropora batunai,1,Global estimate,,,10,282,1804,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,"","","","",
157106,1,10,28,Acropora batunai,1,Global estimate,,,11,,199908,92,Depth lower,9,m,,,45,group_opinion,,,,,""
1872,1,5,28,Acropora batunai,1,Global estimate,,,10,11,1798,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
159066,1,10,29,Acropora bifurcata,1,Global estimate,,,24,296,201868,91,Depth upper,9,m,,,1,group_opinion,,,,,
157673,1,10,29,Acropora bifurcata,1,Global estimate,,,24,296,200475,92,Depth lower,9,m,,,25,group_opinion,,,,,""
1948,1,5,29,Acropora bifurcata,1,Global estimate,,,10,282,1873,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,"","","","",
1949,1,5,29,Acropora bifurcata,1,Global estimate,,,10,282,1874,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
1945,1,5,29,Acropora bifurcata,1,Global estimate,,,10,11,1870,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
2014,1,5,30,Acropora branchi,1,Global estimate,,,10,282,1938,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
2013,1,5,30,Acropora branchi,1,Global estimate,,,10,282,1937,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,"","","","",
2011,1,5,30,Acropora branchi,1,Global estimate,,,10,11,1935,89,Abundance world,10,cat,22,Derived from textual description,common,expert_opinion,"","","","",
2172,1,5,32,Acropora bushyensis,1,Global estimate,,,10,11,2089,89,Abundance world,10,cat,22,Derived from textual description,rare,expert_opinion,"","","","",
157107,1,10,32,Acropora bushyensis,1,Global estimate,,,11,,199909,92,Depth lower,9,m,,,5,group_opinion,,,,,""
2154,1,5,32,Acropora bushyensis,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,2072,65,Abundance GBR,10,cat,22,Derived from textual description,rare,expert_opinion,"","","","",
158091,1,10,32,Acropora bushyensis,409,Indo-Pacific (unspecified),0.0,160.0,724,,200893,92,Depth lower,9,m,,,3.5,raw_value,,,,,""
2179,1,5,32,Acropora bushyensis,1,Global estimate,,,10,282,2096,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
2178,1,5,32,Acropora bushyensis,1,Global estimate,,,10,282,2095,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,"","","","",
158321,1,10,32,Acropora bushyensis,1,Global estimate,,,11,,201123,91,Depth upper,9,m,,,0,group_opinion,,,,,
2231,1,5,33,Acropora cardenae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,2146,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,"","","","",
2243,1,5,33,Acropora cardenae,1,Global estimate,,,10,11,2157,89,Abundance world,10,cat,22,Derived from textual description,common,expert_opinion,"","","","",
157833,1,10,33,Acropora cardenae,2,Great Barrier Reef (GBR),-17.832374,146.821289,287,,200635,92,Depth lower,9,m,,,60,raw_value,,,,,""
2249,1,5,33,Acropora cardenae,1,Global estimate,,,10,282,2163,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
158268,1,10,33,Acropora cardenae,2,Great Barrier Reef (GBR),-17.832374,146.821289,755,,201070,92,Depth lower,9,m,,,55,raw_value,,,,,""
2248,1,5,33,Acropora cardenae,1,Global estimate,,,10,282,2162,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,"","","","",
158269,1,10,34,Acropora carduus,2,Great Barrier Reef (GBR),-17.832374,146.821289,755,,201071,92,Depth lower,9,m,,,40,raw_value,,,,,""
2329,1,5,34,Acropora carduus,1,Global estimate,,,10,282,2239,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,"","","","",
158322,1,10,34,Acropora carduus,1,Global estimate,,,11,,201124,91,Depth upper,9,m,,,3,group_opinion,,,,,
159035,1,10,34,Acropora carduus,413,Big Broadhurt Reef,-18.902,147.734,753,,201837,91,Depth upper,9,m,,,5,raw_value,,,,,
2307,1,5,34,Acropora carduus,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,2218,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,"","","","",
2324,1,5,34,Acropora carduus,1,Global estimate,,,10,11,2234,89,Abundance world,10,cat,22,Derived from textual description,common,expert_opinion,"","","","",
2330,1,5,34,Acropora carduus,1,Global estimate,,,10,282,2240,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
158092,1,10,34,Acropora carduus,409,Indo-Pacific (unspecified),0.0,160.0,724,,200894,92,Depth lower,9,m,,,40,raw_value,,,,,""
158198,1,10,34,Acropora carduus,413,Big Broadhurt Reef,-18.902,147.734,753,,201000,92,Depth lower,9,m,,,15,raw_value,,,,,""
157108,1,10,34,Acropora carduus,1,Global estimate,,,11,,199910,92,Depth lower,9,m,,,50,group_opinion,,,,,""
158093,1,10,35,Acropora caroliniana,409,Indo-Pacific (unspecified),0.0,160.0,724,,200895,92,Depth lower,9,m,,,40,raw_value,,,,,""
2411,1,5,35,Acropora caroliniana,1,Global estimate,,,10,282,2317,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
2404,1,5,35,Acropora caroliniana,1,Global estimate,,,10,11,2310,89,Abundance world,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
2386,1,5,35,Acropora caroliniana,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,2293,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,"","","","",
2410,1,5,35,Acropora caroliniana,1,Global estimate,,,10,282,2316,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,"","","","",
158323,1,10,35,Acropora caroliniana,1,Global estimate,,,11,,201125,91,Depth upper,9,m,,,10,group_opinion,,,,,
157109,1,10,35,Acropora caroliniana,1,Global estimate,,,11,,199911,92,Depth lower,9,m,,,25,group_opinion,,,,,""
158270,1,10,35,Acropora caroliniana,2,Great Barrier Reef (GBR),-17.832374,146.821289,755,,201072,92,Depth lower,9,m,,,40,raw_value,,,,,""
158094,1,10,36,Acropora cerealis,409,Indo-Pacific (unspecified),0.0,160.0,724,,200896,92,Depth lower,9,m,,,40,raw_value,,,,,""
157110,1,10,36,Acropora cerealis,1,Global estimate,,,11,,199912,92,Depth lower,9,m,,,20,group_opinion,,,,,""
2476,1,5,36,Acropora cerealis,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,2387,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,"","","","",
157852,1,10,36,Acropora cerealis,189,La Reunion,-21.125885,55.52236,288,,200654,92,Depth lower,9,m,,,2,raw_value,,,,,""
2501,1,5,36,Acropora cerealis,1,Global estimate,,,10,282,2411,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,"","","","",
158199,1,10,36,Acropora cerealis,413,Big Broadhurt Reef,-18.902,147.734,753,,201001,92,Depth lower,9,m,,,29,raw_value,,,,,""
