observation_id,access,user_id,specie_id,specie_name,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
99197,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113366,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,0.213,mean,0.071,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99197,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113406,143,Water depth,9,m,,,8,raw_value,,,,,
99197,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113408,157,Distance from tip,29,cm,4,Callipers,5,raw_value,,,,,
99192,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113392,159,Axial corallite part,1,text,,,calice,raw_value,,,,,
99192,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113361,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,1.888,mean,0.232,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99192,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113391,143,Water depth,9,m,,,8,raw_value,,,,,
99192,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113393,157,Distance from tip,29,cm,4,Callipers,40,raw_value,,,,,
99190,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113386,159,Axial corallite part,1,text,,,calice,raw_value,,,,,
99190,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113359,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,1.824,mean,0.116,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99190,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113385,143,Water depth,9,m,,,8,raw_value,,,,,
99190,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113387,157,Distance from tip,29,cm,4,Callipers,25,raw_value,,,,,
99189,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113383,159,Axial corallite part,1,text,,,calice,raw_value,,,,,
99189,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113358,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,1.153,mean,0.309,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99189,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113382,143,Water depth,9,m,,,8,raw_value,,,,,
99189,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113384,157,Distance from tip,29,cm,4,Callipers,20,raw_value,,,,,
99188,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113380,159,Axial corallite part,1,text,,,calice,raw_value,,,,,
99188,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113357,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,0.812,mean,0.316,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99188,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113379,143,Water depth,9,m,,,8,raw_value,,,,,
99188,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113381,157,Distance from tip,29,cm,4,Callipers,15,raw_value,,,,,
99191,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113389,159,Axial corallite part,1,text,,,calice,raw_value,,,,,
99191,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113360,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,1.624,mean,0.632,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99191,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113388,143,Water depth,9,m,,,8,raw_value,,,,,
99191,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113390,157,Distance from tip,29,cm,4,Callipers,30,raw_value,,,,,
99193,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113362,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,1.965,mean,0.245,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99193,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113394,143,Water depth,9,m,,,8,raw_value,,,,,
99193,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113396,157,Distance from tip,29,cm,4,Callipers,50,raw_value,,,,,
99193,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113395,159,Axial corallite part,1,text,,,calice,raw_value,,,,,
99194,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113398,159,Axial corallite part,1,text,,,calice,raw_value,,,,,
99194,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113363,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,2.178,mean,0.123,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99194,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113397,143,Water depth,9,m,,,8,raw_value,,,,,
99194,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113399,157,Distance from tip,29,cm,4,Callipers,60,raw_value,,,,,
99195,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113401,159,Axial corallite part,1,text,,,calice,raw_value,,,,,
99195,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113364,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,2.571,raw_value,,,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99195,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113400,143,Water depth,9,m,,,8,raw_value,,,,,
99195,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113402,157,Distance from tip,29,cm,4,Callipers,70,raw_value,,,,,
99196,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113404,159,Axial corallite part,1,text,,,calice,raw_value,,,,,
99196,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113365,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,0.304,mean,0.065,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99196,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113403,143,Water depth,9,m,,,8,raw_value,,,,,
99196,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113405,157,Distance from tip,29,cm,4,Callipers,2.5,raw_value,,,,,
99201,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113370,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,1.693,mean,0.265,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99201,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113418,143,Water depth,9,m,,,8,raw_value,,,,,
99201,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113419,159,Axial corallite part,1,text,,,wall,raw_value,,,,,
99201,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113420,157,Distance from tip,29,cm,4,Callipers,10,raw_value,,,,,
106237,1,2,37,Acropora cervicornis,1,Global estimate,,,10,,120684,103,Substrate attachment,10,cat,22,Derived from textual description,attached,expert_opinion,"","","","",""
99207,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113436,143,Water depth,9,m,6,Depth gauge,8,raw_value,,,,,
99207,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113376,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,2.423,mean,0.032,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99207,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113437,159,Axial corallite part,1,text,,,wall,raw_value,,,,,
99207,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113438,157,Distance from tip,29,cm,4,Callipers,50,raw_value,,,,,
156299,1,92,37,Acropora cervicornis,430,"La Parguera, Puerto Rico ",17.937626,-67.048164,440,,198790,60,Growth rate,63,mm d^-1,4,Callipers,0.39,mean,0.02,standard_deviation,,6,control
156299,1,92,37,Acropora cervicornis,430,"La Parguera, Puerto Rico ",17.937626,-67.048164,440,,198791,61,Skeletal density,78,g mL^-1,3,Archimedes principle,0.295,mean,0.11,standard_deviation,,6,
156299,1,92,37,Acropora cervicornis,430,"La Parguera, Puerto Rico ",17.937626,-67.048164,440,,198792,143,Water depth,9,m,6,Depth gauge,1,raw_value,,,,,
156299,1,92,37,Acropora cervicornis,430,"La Parguera, Puerto Rico ",17.937626,-67.048164,440,,198793,205,UV radiation treatment,10,cat,,,control,raw_value,,,,,
99208,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113377,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,2.591,mean,0.045,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99208,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113439,143,Water depth,9,m,6,Depth gauge,8,raw_value,,,,,
99208,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113440,159,Axial corallite part,1,text,,,wall,raw_value,,,,,
99208,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113441,157,Distance from tip,29,cm,4,Callipers,60,raw_value,,,,,
99209,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113378,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,2.759,raw_value,"","","","",From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99209,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113442,143,Water depth,9,m,6,Depth gauge,8,raw_value,"","","","",""
99209,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113443,159,Axial corallite part,1,text,,,wall,raw_value,"","","","",""
99209,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113444,157,Distance from tip,29,cm,,,70,raw_value,"","","","",""
156300,1,92,37,Acropora cervicornis,430,"La Parguera, Puerto Rico ",17.937626,-67.048164,440,,198794,60,Growth rate,63,mm d^-1,4,Callipers,0.46,mean,0.02,standard_deviation,,18,
156300,1,92,37,Acropora cervicornis,430,"La Parguera, Puerto Rico ",17.937626,-67.048164,440,,198795,61,Skeletal density,78,g mL^-1,3,Archimedes principle,0.324,mean,0.118,standard_deviation,,18,
156300,1,92,37,Acropora cervicornis,430,"La Parguera, Puerto Rico ",17.937626,-67.048164,440,,198796,143,Water depth,9,m,,,21.5,median,3.5,range,25,,
156300,1,92,37,Acropora cervicornis,430,"La Parguera, Puerto Rico ",17.937626,-67.048164,440,,198797,205,UV radiation treatment,10,cat,,,reduced,raw_value,,,,,
99206,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113433,143,Water depth,9,m,6,Depth gauge,8,raw_value,,,,,
99206,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113435,157,Distance from tip,29,cm,4,Callipers,40,raw_value,,,,,
99206,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113434,159,Axial corallite part,1,text,,,wall,raw_value,,,,,
99206,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113375,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,2.397,mean,0.058,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99202,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113371,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,1.913,mean,0.317,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99202,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113421,143,Water depth,9,m,,,8,raw_value,,,,,
99202,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113422,159,Axial corallite part,1,text,,,wall,raw_value,,,,,
99202,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113423,157,Distance from tip,29,cm,4,Callipers,15,raw_value,,,,,
99200,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113369,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,1.163,mean,0.149,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99200,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113415,143,Water depth,9,m,,,8,raw_value,,,,,
99200,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113416,159,Axial corallite part,1,text,,,wall,raw_value,,,,,
99200,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113417,157,Distance from tip,29,cm,4,Callipers,5,raw_value,,,,,
99204,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113373,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,2.274,mean,0.168,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99204,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113427,143,Water depth,9,m,6,Depth gauge,8,raw_value,,,,,
99204,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113428,159,Axial corallite part,1,text,,,wall,raw_value,,,,,
99204,1,1,37,Acropora cervicornis,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113429,157,Distance from tip,29,cm,4,Callipers,25,raw_value,,,,,
106997,1,2,38,Acropora chesterfieldensis,1,Global estimate,,,677,,121444,103,Substrate attachment,10,cat,22,Derived from textual description,attached,expert_opinion,"","","","",""
106238,1,2,38,Acropora chesterfieldensis,1,Global estimate,,,10,,120685,103,Substrate attachment,10,cat,22,Derived from textual description,attached,expert_opinion,"","","","",""
106998,1,2,39,Acropora clathrata,1,Global estimate,,,677,,121445,103,Substrate attachment,10,cat,22,Derived from textual description,attached,expert_opinion,"","","","",""
