observation_id,access,user_id,specie_id,specie_name,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
153840,1,2,3,Acanthastrea brevis,1,Global estimate,,,40,48,196110,35,Geographical region,10,cat,9,Derived from range map,Western and Central Pacific,expert_opinion,,,,,
130,1,2,3,Acanthastrea brevis,1,Global estimate,,,40,48,126,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
91776,1,54,3,Acanthastrea brevis,1,Global estimate,,,605,,99503,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,157.07587275,raw_value,,,,,
91773,1,54,3,Acanthastrea brevis,1,Global estimate,,,605,,99500,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,29.25917688,raw_value,,,,,
91780,1,54,4,Acanthastrea echinata,1,Global estimate,,,605,,99507,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-36.54160431,raw_value,,,,,
91781,1,54,4,Acanthastrea echinata,1,Global estimate,,,605,,99508,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-137.3474436,raw_value,,,,,
91778,1,54,4,Acanthastrea echinata,1,Global estimate,,,605,,99505,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,36.03063196,raw_value,,,,,
149975,1,1,4,Acanthastrea echinata,1,Global estimate,,,281,,192245,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Indonesian,model_derived,,,,,
149974,1,1,4,Acanthastrea echinata,1,Global estimate,,,281,,192244,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Fiji-Caroline Islands,model_derived,,,,,
149973,1,1,4,Acanthastrea echinata,1,Global estimate,,,281,,192243,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Australian,model_derived,,,,,
149971,1,1,4,Acanthastrea echinata,1,Global estimate,,,281,,192241,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Africa-India,model_derived,,,,,
231,1,1,4,Acanthastrea echinata,1,Global estimate,,,10,,221,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,42277168.59,raw_value,"","","","",
91777,1,54,4,Acanthastrea echinata,1,Global estimate,,,605,,99504,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,26.9928024,raw_value,,,,,
91779,1,54,4,Acanthastrea echinata,1,Global estimate,,,605,,99506,138,Range size,8,km^2,10,Calculated from GIS shapefile,87027456.89,raw_value,,,,,
149972,1,1,4,Acanthastrea echinata,1,Global estimate,,,281,,192242,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Andaman-Nicobar Islands,model_derived,,,,,
149980,1,1,4,Acanthastrea echinata,1,Global estimate,,,281,,192250,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Tonga-Samoa,model_derived,,,,,
153842,1,2,4,Acanthastrea echinata,1,Global estimate,,,40,48,196112,35,Geographical region,10,cat,9,Derived from range map,Indian Ocean,expert_opinion,,,,,
153841,1,2,4,Acanthastrea echinata,1,Global estimate,,,40,48,196111,35,Geographical region,10,cat,9,Derived from range map,Western and Central Pacific,expert_opinion,,,,,
149976,1,1,4,Acanthastrea echinata,1,Global estimate,,,281,,192246,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Japan-Vietnam,model_derived,,,,,
149977,1,1,4,Acanthastrea echinata,1,Global estimate,,,281,,192247,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Persian Gulf,model_derived,,,,,
149978,1,1,4,Acanthastrea echinata,1,Global estimate,,,281,,192248,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Polynesia,model_derived,,,,,
149979,1,1,4,Acanthastrea echinata,1,Global estimate,,,281,,192249,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Red Sea,model_derived,,,,,
199,1,2,4,Acanthastrea echinata,1,Global estimate,,,40,48,194,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
153843,1,2,6,Acanthastrea hemprichi,1,Global estimate,,,40,48,196113,35,Geographical region,10,cat,9,Derived from range map,Western and Central Pacific,expert_opinion,,,,,
149988,1,1,6,Acanthastrea hemprichi,1,Global estimate,,,281,,192258,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Japan-Vietnam,model_derived,,,,,
91790,1,54,6,Acanthastrea hemprichi,1,Global estimate,,,605,,99517,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-27.55811739,raw_value,,,,,
91791,1,54,6,Acanthastrea hemprichi,1,Global estimate,,,605,,99518,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,154.56694813,raw_value,,,,,
359,1,1,6,Acanthastrea hemprichi,1,Global estimate,,,10,,344,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,22167887.94,raw_value,"","","","",
91787,1,54,6,Acanthastrea hemprichi,1,Global estimate,,,605,,99514,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,30.7355022,raw_value,,,,,
149989,1,1,6,Acanthastrea hemprichi,1,Global estimate,,,281,,192259,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Red Sea,model_derived,,,,,
149985,1,1,6,Acanthastrea hemprichi,1,Global estimate,,,281,,192255,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Africa-India,model_derived,,,,,
91789,1,54,6,Acanthastrea hemprichi,1,Global estimate,,,605,,99516,138,Range size,8,km^2,10,Calculated from GIS shapefile,37718670.72,raw_value,,,,,
91788,1,54,6,Acanthastrea hemprichi,1,Global estimate,,,605,,99515,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,36.04402607,raw_value,,,,,
149987,1,1,6,Acanthastrea hemprichi,1,Global estimate,,,281,,192257,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Indonesian,model_derived,,,,,
149986,1,1,6,Acanthastrea hemprichi,1,Global estimate,,,281,,192256,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Australian,model_derived,,,,,
334,1,2,6,Acanthastrea hemprichi,1,Global estimate,,,40,48,322,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
153844,1,2,6,Acanthastrea hemprichi,1,Global estimate,,,40,48,196114,35,Geographical region,10,cat,9,Derived from range map,Indian Ocean,expert_opinion,,,,,
470,1,2,8,Acanthastrea ishigakiensis,1,Global estimate,,,40,48,451,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
150001,1,1,8,Acanthastrea ishigakiensis,1,Global estimate,,,281,,192271,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Indonesian,model_derived,,,,,
150004,1,1,8,Acanthastrea ishigakiensis,1,Global estimate,,,281,,192274,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Tonga-Samoa,model_derived,,,,,
150003,1,1,8,Acanthastrea ishigakiensis,1,Global estimate,,,281,,192273,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Red Sea,model_derived,,,,,
91799,1,54,8,Acanthastrea ishigakiensis,1,Global estimate,,,605,,99526,138,Range size,8,km^2,10,Calculated from GIS shapefile,57094454.77,raw_value,,,,,
91801,1,54,8,Acanthastrea ishigakiensis,1,Global estimate,,,605,,99528,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-167.812868108,raw_value,,,,,
153845,1,2,8,Acanthastrea ishigakiensis,1,Global estimate,,,40,48,196115,35,Geographical region,10,cat,9,Derived from range map,Western and Central Pacific,expert_opinion,,,,,
91800,1,54,8,Acanthastrea ishigakiensis,1,Global estimate,,,605,,99527,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-27.59521638,raw_value,,,,,
91798,1,54,8,Acanthastrea ishigakiensis,1,Global estimate,,,605,,99525,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,36.78057671,raw_value,,,,,
490,1,1,8,Acanthastrea ishigakiensis,1,Global estimate,,,10,,470,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,21818198.49,raw_value,"","","","",
150002,1,1,8,Acanthastrea ishigakiensis,1,Global estimate,,,281,,192272,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Japan-Vietnam,model_derived,,,,,
150000,1,1,8,Acanthastrea ishigakiensis,1,Global estimate,,,281,,192270,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Fiji-Caroline Islands,model_derived,,,,,
149999,1,1,8,Acanthastrea ishigakiensis,1,Global estimate,,,281,,192269,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Australian,model_derived,,,,,
149998,1,1,8,Acanthastrea ishigakiensis,1,Global estimate,,,281,,192268,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Africa-India,model_derived,,,,,
91797,1,54,8,Acanthastrea ishigakiensis,1,Global estimate,,,605,,99524,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,31.8706407,raw_value,,,,,
91813,1,54,12,Acanthastrea regularis,1,Global estimate,,,605,,99540,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,29.11683364,raw_value,,,,,
91812,1,54,12,Acanthastrea regularis,1,Global estimate,,,605,,99539,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,95.1112135,raw_value,,,,,
153846,1,2,12,Acanthastrea regularis,1,Global estimate,,,40,48,196116,35,Geographical region,10,cat,9,Derived from range map,Indian Ocean,expert_opinion,,,,,
91814,1,54,12,Acanthastrea regularis,1,Global estimate,,,605,,99541,138,Range size,8,km^2,10,Calculated from GIS shapefile,18277163.7,raw_value,,,,,
733,1,1,12,Acanthastrea regularis,1,Global estimate,,,10,,702,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,12772066.84,raw_value,"","","","",
153847,1,2,12,Acanthastrea regularis,1,Global estimate,,,40,48,196117,35,Geographical region,10,cat,9,Derived from range map,Western and Central Pacific,expert_opinion,,,,,
150014,1,1,12,Acanthastrea regularis,1,Global estimate,,,281,,192284,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Fiji-Caroline Islands,model_derived,,,,,
707,1,2,12,Acanthastrea regularis,1,Global estimate,,,40,48,680,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
150016,1,1,12,Acanthastrea regularis,1,Global estimate,,,281,,192286,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Japan-Vietnam,model_derived,,,,,
150013,1,1,12,Acanthastrea regularis,1,Global estimate,,,281,,192283,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Australian,model_derived,,,,,
91816,1,54,12,Acanthastrea regularis,1,Global estimate,,,605,,99543,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,157.08033235,raw_value,,,,,
91815,1,54,12,Acanthastrea regularis,1,Global estimate,,,605,,99542,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-24.65362171,raw_value,,,,,
150015,1,1,12,Acanthastrea regularis,1,Global estimate,,,281,,192285,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Indonesian,model_derived,,,,,
799,1,1,13,Acanthastrea rotundoflora,1,Global estimate,,,10,,765,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,23293042.8,raw_value,"","","","",
150021,1,1,13,Acanthastrea rotundoflora,1,Global estimate,,,281,,192291,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Japan-Vietnam,model_derived,,,,,
150020,1,1,13,Acanthastrea rotundoflora,1,Global estimate,,,281,,192290,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Indonesian,model_derived,,,,,
150019,1,1,13,Acanthastrea rotundoflora,1,Global estimate,,,281,,192289,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Fiji-Caroline Islands,model_derived,,,,,
150017,1,1,13,Acanthastrea rotundoflora,1,Global estimate,,,281,,192287,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Africa-India,model_derived,,,,,
774,1,2,13,Acanthastrea rotundoflora,1,Global estimate,,,40,48,743,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
153849,1,2,13,Acanthastrea rotundoflora,1,Global estimate,,,40,48,196119,35,Geographical region,10,cat,9,Derived from range map,Western and Central Pacific,expert_opinion,,,,,
153848,1,2,13,Acanthastrea rotundoflora,1,Global estimate,,,40,48,196118,35,Geographical region,10,cat,9,Derived from range map,Indian Ocean,expert_opinion,,,,,
91818,1,54,13,Acanthastrea rotundoflora,1,Global estimate,,,605,,99545,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,37.05672973,raw_value,,,,,
91817,1,54,13,Acanthastrea rotundoflora,1,Global estimate,,,605,,99544,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,32.7001322,raw_value,,,,,
91819,1,54,13,Acanthastrea rotundoflora,1,Global estimate,,,605,,99546,138,Range size,8,km^2,10,Calculated from GIS shapefile,36447626.01,raw_value,,,,,
91821,1,54,13,Acanthastrea rotundoflora,1,Global estimate,,,605,,99548,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,177.19387095,raw_value,,,,,
150022,1,1,13,Acanthastrea rotundoflora,1,Global estimate,,,281,,192292,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Red Sea,model_derived,,,,,
150018,1,1,13,Acanthastrea rotundoflora,1,Global estimate,,,281,,192288,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Australian,model_derived,,,,,
91820,1,54,13,Acanthastrea rotundoflora,1,Global estimate,,,605,,99547,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-24.06128377,raw_value,,,,,
153851,1,2,14,Acanthastrea subechinata,1,Global estimate,,,40,48,196121,35,Geographical region,10,cat,9,Derived from range map,Indian Ocean,expert_opinion,,,,,
91826,1,54,14,Acanthastrea subechinata,1,Global estimate,,,605,,99553,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,132.82219056,raw_value,,,,,
150023,1,1,14,Acanthastrea subechinata,1,Global estimate,,,281,,192293,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Australian,model_derived,,,,,
91823,1,54,14,Acanthastrea subechinata,1,Global estimate,,,605,,99550,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,19.99136173,raw_value,,,,,
150024,1,1,14,Acanthastrea subechinata,1,Global estimate,,,281,,192294,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Indonesian,model_derived,,,,,
91822,1,54,14,Acanthastrea subechinata,1,Global estimate,,,605,,99549,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,94.9133586,raw_value,,,,,
860,1,1,14,Acanthastrea subechinata,1,Global estimate,,,10,,824,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,11559186.44,raw_value,"","","","",
91825,1,54,14,Acanthastrea subechinata,1,Global estimate,,,605,,99552,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-12.95321845,raw_value,,,,,
91824,1,54,14,Acanthastrea subechinata,1,Global estimate,,,605,,99551,138,Range size,8,km^2,10,Calculated from GIS shapefile,6842876.75,raw_value,,,,,
840,1,2,14,Acanthastrea subechinata,1,Global estimate,,,40,48,806,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
153850,1,2,14,Acanthastrea subechinata,1,Global estimate,,,40,48,196120,35,Geographical region,10,cat,9,Derived from range map,Western and Central Pacific,expert_opinion,,,,,
91829,1,54,16,Acropora abrolhosensis,1,Global estimate,,,605,,99556,138,Range size,8,km^2,10,Calculated from GIS shapefile,36395649.31,raw_value,,,,,
153853,1,2,16,Acropora abrolhosensis,1,Global estimate,,,40,48,196123,35,Geographical region,10,cat,9,Derived from range map,Western and Central Pacific,expert_opinion,,,,,
153852,1,2,16,Acropora abrolhosensis,1,Global estimate,,,40,48,196122,35,Geographical region,10,cat,9,Derived from range map,Indian Ocean,expert_opinion,,,,,
150026,1,1,16,Acropora abrolhosensis,1,Global estimate,,,281,,192296,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Fiji-Caroline Islands,model_derived,,,,,
91827,1,54,16,Acropora abrolhosensis,1,Global estimate,,,605,,99554,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,94.786195,raw_value,,,,,
150028,1,1,16,Acropora abrolhosensis,1,Global estimate,,,281,,192298,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Japan-Vietnam,model_derived,,,,,
91831,1,54,16,Acropora abrolhosensis,1,Global estimate,,,605,,99558,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-176.23392741,raw_value,,,,,
150025,1,1,16,Acropora abrolhosensis,1,Global estimate,,,281,,192295,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Australian,model_derived,,,,,
975,1,1,16,Acropora abrolhosensis,1,Global estimate,,,10,,934,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,14675273,raw_value,"","","","",
91830,1,54,16,Acropora abrolhosensis,1,Global estimate,,,605,,99557,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-28.93109775,raw_value,,,,,
942,1,2,16,Acropora abrolhosensis,1,Global estimate,,,40,48,905,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
150027,1,1,16,Acropora abrolhosensis,1,Global estimate,,,281,,192297,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Indonesian,model_derived,,,,,
91828,1,54,16,Acropora abrolhosensis,1,Global estimate,,,605,,99555,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.3465097,raw_value,,,,,
153855,1,2,17,Acropora abrotanoides,1,Global estimate,,,40,48,196125,35,Geographical region,10,cat,9,Derived from range map,Western and Central Pacific,expert_opinion,,,,,
153854,1,2,17,Acropora abrotanoides,1,Global estimate,,,40,48,196124,35,Geographical region,10,cat,9,Derived from range map,Indian Ocean,expert_opinion,,,,,
150030,1,1,17,Acropora abrotanoides,1,Global estimate,,,281,,192300,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Andaman-Nicobar Islands,model_derived,,,,,
1055,1,1,17,Acropora abrotanoides,1,Global estimate,,,10,,1010,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,39971751.25,raw_value,"","","","",
91835,1,54,17,Acropora abrotanoides,1,Global estimate,,,605,,99562,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-34.0029668,raw_value,,,,,
91836,1,54,17,Acropora abrotanoides,1,Global estimate,,,605,,99563,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-136.33745034,raw_value,,,,,
91834,1,54,17,Acropora abrotanoides,1,Global estimate,,,605,,99561,138,Range size,8,km^2,10,Calculated from GIS shapefile,86867617.08,raw_value,,,,,
1024,1,2,17,Acropora abrotanoides,1,Global estimate,,,40,48,983,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
150037,1,1,17,Acropora abrotanoides,1,Global estimate,,,281,,192307,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Tonga-Samoa,model_derived,,,,,
150036,1,1,17,Acropora abrotanoides,1,Global estimate,,,281,,192306,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Red Sea,model_derived,,,,,
150034,1,1,17,Acropora abrotanoides,1,Global estimate,,,281,,192304,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Japan-Vietnam,model_derived,,,,,
91832,1,54,17,Acropora abrotanoides,1,Global estimate,,,605,,99559,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,25.0445129,raw_value,,,,,
150035,1,1,17,Acropora abrotanoides,1,Global estimate,,,281,,192305,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Polynesia,model_derived,,,,,
150033,1,1,17,Acropora abrotanoides,1,Global estimate,,,281,,192303,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Indonesian,model_derived,,,,,
150031,1,1,17,Acropora abrotanoides,1,Global estimate,,,281,,192301,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Australian,model_derived,,,,,
150029,1,1,17,Acropora abrotanoides,1,Global estimate,,,281,,192299,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Africa-India,model_derived,,,,,
150032,1,1,17,Acropora abrotanoides,1,Global estimate,,,281,,192302,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Fiji-Caroline Islands,model_derived,,,,,
91833,1,54,17,Acropora abrotanoides,1,Global estimate,,,605,,99560,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,31.21066413,raw_value,,,,,
150042,1,1,18,Acropora aculeus,1,Global estimate,,,281,,192312,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Indonesian,model_derived,,,,,
1102,1,2,18,Acropora aculeus,1,Global estimate,,,40,48,1057,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
1136,1,1,18,Acropora aculeus,1,Global estimate,,,10,,1087,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,30558281.47,raw_value,"","","","",
91840,1,54,18,Acropora aculeus,1,Global estimate,,,605,,99567,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-31.67116472,raw_value,,,,,
150044,1,1,18,Acropora aculeus,1,Global estimate,,,281,,192314,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Tonga-Samoa,model_derived,,,,,
150041,1,1,18,Acropora aculeus,1,Global estimate,,,281,,192311,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Fiji-Caroline Islands,model_derived,,,,,
150039,1,1,18,Acropora aculeus,1,Global estimate,,,281,,192309,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Andaman-Nicobar Islands,model_derived,,,,,
150038,1,1,18,Acropora aculeus,1,Global estimate,,,281,,192308,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Africa-India,model_derived,,,,,
91838,1,54,18,Acropora aculeus,1,Global estimate,,,605,,99565,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,29.08305865,raw_value,,,,,
91837,1,54,18,Acropora aculeus,1,Global estimate,,,605,,99564,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,35.8670617,raw_value,,,,,
91841,1,54,18,Acropora aculeus,1,Global estimate,,,605,,99568,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-169.99388497,raw_value,,,,,
153857,1,2,18,Acropora aculeus,1,Global estimate,,,40,48,196127,35,Geographical region,10,cat,9,Derived from range map,Western and Central Pacific,expert_opinion,,,,,
153856,1,2,18,Acropora aculeus,1,Global estimate,,,40,48,196126,35,Geographical region,10,cat,9,Derived from range map,Indian Ocean,expert_opinion,,,,,
150040,1,1,18,Acropora aculeus,1,Global estimate,,,281,,192310,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Australian,model_derived,,,,,
150043,1,1,18,Acropora aculeus,1,Global estimate,,,281,,192313,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Japan-Vietnam,model_derived,,,,,
91839,1,54,18,Acropora aculeus,1,Global estimate,,,605,,99566,138,Range size,8,km^2,10,Calculated from GIS shapefile,63784302.14,raw_value,,,,,
150050,1,1,19,Acropora acuminata,1,Global estimate,,,281,,192320,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Japan-Vietnam,model_derived,,,,,
91846,1,54,19,Acropora acuminata,1,Global estimate,,,605,,99573,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-161.67828547,raw_value,,,,,
153859,1,2,19,Acropora acuminata,1,Global estimate,,,40,48,196129,35,Geographical region,10,cat,9,Derived from range map,Indian Ocean,expert_opinion,,,,,
150046,1,1,19,Acropora acuminata,1,Global estimate,,,281,,192316,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Andaman-Nicobar Islands,model_derived,,,,,
91843,1,54,19,Acropora acuminata,1,Global estimate,,,605,,99570,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.75852777,raw_value,,,,,
150049,1,1,19,Acropora acuminata,1,Global estimate,,,281,,192319,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Indonesian,model_derived,,,,,
91845,1,54,19,Acropora acuminata,1,Global estimate,,,605,,99572,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-35.12419872,raw_value,,,,,
153858,1,2,19,Acropora acuminata,1,Global estimate,,,40,48,196128,35,Geographical region,10,cat,9,Derived from range map,Western and Central Pacific,expert_opinion,,,,,
150045,1,1,19,Acropora acuminata,1,Global estimate,,,281,,192315,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Africa-India,model_derived,,,,,
150047,1,1,19,Acropora acuminata,1,Global estimate,,,281,,192317,218,Indo-Pacific faunal province,10,cat,75,Faunal break cluster analysis,Australian,model_derived,,,,,
91844,1,54,19,Acropora acuminata,1,Global estimate,,,605,,99571,138,Range size,8,km^2,10,Calculated from GIS shapefile,56280486.96,raw_value,,,,,
1217,1,1,19,Acropora acuminata,1,Global estimate,,,10,,1164,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,29490107.99,raw_value,"","","","",
91842,1,54,19,Acropora acuminata,1,Global estimate,,,605,,99569,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,30.3853529,raw_value,,,,,
